ccc377  //pixel   72 (x =   8, y =   1) =    [204 195 119] 
ccc377  //pixel   73 (x =   9, y =   1) =    [204 195 119] 
cdc269  //pixel   74 (x =  10, y =   1) =    [205 194 105] 
cdc269  //pixel   75 (x =  11, y =   1) =    [205 194 105] 
c6b35c  //pixel   76 (x =  12, y =   1) =    [198 179  92] 
c6b35c  //pixel   77 (x =  13, y =   1) =    [198 179  92] 
c6b35c  //pixel   78 (x =  14, y =   1) =    [198 179  92] 
c6b35c  //pixel   79 (x =  15, y =   1) =    [198 179  92] 
c5b76b  //pixel   80 (x =  16, y =   1) =    [197 183 107] 
a3884f  //pixel   81 (x =  17, y =   1) =    [163 136  79] 
795735  //pixel   82 (x =  18, y =   1) =    [121  87  53] 
603d14  //pixel   83 (x =  19, y =   1) =       [96 61 20] 
4b2906  //pixel   84 (x =  20, y =   1) =       [75 41  6] 
4b2906  //pixel   85 (x =  21, y =   1) =       [75 41  6] 
593714  //pixel   86 (x =  22, y =   1) =       [89 55 20] 
684624  //pixel   87 (x =  23, y =   1) =    [104  70  36] 
76523c  //pixel   88 (x =  24, y =   1) =    [118  82  60] 
7b573d  //pixel   89 (x =  25, y =   1) =    [123  87  61] 
7b5b46  //pixel   90 (x =  26, y =   1) =    [123  91  70] 
7b5b46  //pixel   91 (x =  27, y =   1) =    [123  91  70] 
7b5b46  //pixel   92 (x =  28, y =   1) =    [123  91  70] 
7b5b46  //pixel   93 (x =  29, y =   1) =    [123  91  70] 
7b5b46  //pixel   94 (x =  30, y =   1) =    [123  91  70] 
7b5b46  //pixel   95 (x =  31, y =   1) =    [123  91  70] 
847361  //pixel   96 (x =  32, y =   1) =    [132 115  97] 
847361  //pixel   97 (x =  33, y =   1) =    [132 115  97] 
937858  //pixel   98 (x =  34, y =   1) =    [147 120  88] 
847361  //pixel   99 (x =  35, y =   1) =    [132 115  97] 
675d57  //pixel  100 (x =  36, y =   1) =    [103  93  87] 
4d4f4a  //pixel  101 (x =  37, y =   1) =       [77 79 74] 
4d4f4a  //pixel  102 (x =  38, y =   1) =       [77 79 74] 
4d4f4a  //pixel  103 (x =  39, y =   1) =       [77 79 74] 
545954  //pixel  104 (x =  40, y =   1) =       [84 89 84] 
4d5f5d  //pixel  105 (x =  41, y =   1) =       [77 95 93] 
716b62  //pixel  106 (x =  42, y =   1) =    [113 107  98] 
4d5f5d  //pixel  107 (x =  43, y =   1) =       [77 95 93] 
4d5f5d  //pixel  108 (x =  44, y =   1) =       [77 95 93] 
314645  //pixel  109 (x =  45, y =   1) =       [49 70 69] 
253e3f  //pixel  110 (x =  46, y =   1) =       [37 62 63] 
253e3f  //pixel  111 (x =  47, y =   1) =       [37 62 63] 
233635  //pixel  112 (x =  48, y =   1) =       [35 54 53] 
35362e  //pixel  113 (x =  49, y =   1) =       [53 54 46] 
35362e  //pixel  114 (x =  50, y =   1) =       [53 54 46] 
3b403b  //pixel  115 (x =  51, y =   1) =       [59 64 59] 
3e4743  //pixel  116 (x =  52, y =   1) =       [62 71 67] 
3e4743  //pixel  117 (x =  53, y =   1) =       [62 71 67] 
3b403b  //pixel  118 (x =  54, y =   1) =       [59 64 59] 
3b403b  //pixel  119 (x =  55, y =   1) =       [59 64 59] 
2c3b38  //pixel  120 (x =  56, y =   1) =       [44 59 56] 
2c3b38  //pixel  121 (x =  57, y =   1) =       [44 59 56] 
2c3b38  //pixel  122 (x =  58, y =   1) =       [44 59 56] 
2c3b38  //pixel  123 (x =  59, y =   1) =       [44 59 56] 
233635  //pixel  124 (x =  60, y =   1) =       [35 54 53] 
243531  //pixel  125 (x =  61, y =   1) =       [36 53 49] 
233635  //pixel  126 (x =  62, y =   1) =       [35 54 53] 
233635  //pixel  127 (x =  63, y =   1) =       [35 54 53] 
c4bd88  //pixel  128 (x =   0, y =   2) =    [196 189 136] 
c4bd88  //pixel  129 (x =   1, y =   2) =    [196 189 136] 
c4bd88  //pixel  130 (x =   2, y =   2) =    [196 189 136] 
c4bd88  //pixel  131 (x =   3, y =   2) =    [196 189 136] 
c4bd88  //pixel  132 (x =   4, y =   2) =    [196 189 136] 
c4bd88  //pixel  133 (x =   5, y =   2) =    [196 189 136] 
c4bd88  //pixel  134 (x =   6, y =   2) =    [196 189 136] 
c4bd88  //pixel  135 (x =   7, y =   2) =    [196 189 136] 
ccc377  //pixel  136 (x =   8, y =   2) =    [204 195 119] 
cdc269  //pixel  137 (x =   9, y =   2) =    [205 194 105] 
c6b35c  //pixel  138 (x =  10, y =   2) =    [198 179  92] 
c6b35c  //pixel  139 (x =  11, y =   2) =    [198 179  92] 
c6b35c  //pixel  140 (x =  12, y =   2) =    [198 179  92] 
c6b35c  //pixel  141 (x =  13, y =   2) =    [198 179  92] 
c6b35c  //pixel  142 (x =  14, y =   2) =    [198 179  92] 
b9a554  //pixel  143 (x =  15, y =   2) =    [185 165  84] 
8e7338  //pixel  144 (x =  16, y =   2) =    [142 115  56] 
684624  //pixel  145 (x =  17, y =   2) =    [104  70  36] 
53320d  //pixel  146 (x =  18, y =   2) =       [83 50 13] 
4b2906  //pixel  147 (x =  19, y =   2) =       [75 41  6] 
53320d  //pixel  148 (x =  20, y =   2) =       [83 50 13] 
603d14  //pixel  149 (x =  21, y =   2) =       [96 61 20] 
6f4b31  //pixel  150 (x =  22, y =   2) =    [111  75  49] 
7b573d  //pixel  151 (x =  23, y =   2) =    [123  87  61] 
7b5b46  //pixel  152 (x =  24, y =   2) =    [123  91  70] 
7b5b46  //pixel  153 (x =  25, y =   2) =    [123  91  70] 
937858  //pixel  154 (x =  26, y =   2) =    [147 120  88] 
937858  //pixel  155 (x =  27, y =   2) =    [147 120  88] 
7b5b46  //pixel  156 (x =  28, y =   2) =    [123  91  70] 
7b5b46  //pixel  157 (x =  29, y =   2) =    [123  91  70] 
7b5b46  //pixel  158 (x =  30, y =   2) =    [123  91  70] 
7b5b46  //pixel  159 (x =  31, y =   2) =    [123  91  70] 
937858  //pixel  160 (x =  32, y =   2) =    [147 120  88] 
7b5b46  //pixel  161 (x =  33, y =   2) =    [123  91  70] 
847361  //pixel  162 (x =  34, y =   2) =    [132 115  97] 
847361  //pixel  163 (x =  35, y =   2) =    [132 115  97] 
847361  //pixel  164 (x =  36, y =   2) =    [132 115  97] 
716b62  //pixel  165 (x =  37, y =   2) =    [113 107  98] 
716b62  //pixel  166 (x =  38, y =   2) =    [113 107  98] 
5d5d57  //pixel  167 (x =  39, y =   2) =       [93 93 87] 
545954  //pixel  168 (x =  40, y =   2) =       [84 89 84] 
4d5f5d  //pixel  169 (x =  41, y =   2) =       [77 95 93] 
4d5f5d  //pixel  170 (x =  42, y =   2) =       [77 95 93] 
4d5f5d  //pixel  171 (x =  43, y =   2) =       [77 95 93] 
415051  //pixel  172 (x =  44, y =   2) =       [65 80 81] 
314645  //pixel  173 (x =  45, y =   2) =       [49 70 69] 
0e3435  //pixel  174 (x =  46, y =   2) =       [14 52 53] 
053436  //pixel  175 (x =  47, y =   2) =       [ 5 52 54] 
0c2e2f  //pixel  176 (x =  48, y =   2) =       [12 46 47] 
0c2b2b  //pixel  177 (x =  49, y =   2) =       [12 43 43] 
0c2e2f  //pixel  178 (x =  50, y =   2) =       [12 46 47] 
1a3130  //pixel  179 (x =  51, y =   2) =       [26 49 48] 
1a3130  //pixel  180 (x =  52, y =   2) =       [26 49 48] 
1b3837  //pixel  181 (x =  53, y =   2) =       [27 56 55] 
0e3435  //pixel  182 (x =  54, y =   2) =       [14 52 53] 
0e3435  //pixel  183 (x =  55, y =   2) =       [14 52 53] 
1b3837  //pixel  184 (x =  56, y =   2) =       [27 56 55] 
0e3435  //pixel  185 (x =  57, y =   2) =       [14 52 53] 
0c2e2f  //pixel  186 (x =  58, y =   2) =       [12 46 47] 
0e3435  //pixel  187 (x =  59, y =   2) =       [14 52 53] 
0e3435  //pixel  188 (x =  60, y =   2) =       [14 52 53] 
0e3435  //pixel  189 (x =  61, y =   2) =       [14 52 53] 
0e3435  //pixel  190 (x =  62, y =   2) =       [14 52 53] 
0e3435  //pixel  191 (x =  63, y =   2) =       [14 52 53] 
c4bd88  //pixel  192 (x =   0, y =   3) =    [196 189 136] 
c4bd88  //pixel  193 (x =   1, y =   3) =    [196 189 136] 
c4bd88  //pixel  194 (x =   2, y =   3) =    [196 189 136] 
c4bd88  //pixel  195 (x =   3, y =   3) =    [196 189 136] 
c4bd88  //pixel  196 (x =   4, y =   3) =    [196 189 136] 
c4bd88  //pixel  197 (x =   5, y =   3) =    [196 189 136] 
c4bd88  //pixel  198 (x =   6, y =   3) =    [196 189 136] 
ccc377  //pixel  199 (x =   7, y =   3) =    [204 195 119] 
ccc377  //pixel  200 (x =   8, y =   3) =    [204 195 119] 
cdc269  //pixel  201 (x =   9, y =   3) =    [205 194 105] 
c6b35c  //pixel  202 (x =  10, y =   3) =    [198 179  92] 
cdc269  //pixel  203 (x =  11, y =   3) =    [205 194 105] 
cdc269  //pixel  204 (x =  12, y =   3) =    [205 194 105] 
c6b35c  //pixel  205 (x =  13, y =   3) =    [198 179  92] 
a3884f  //pixel  206 (x =  14, y =   3) =    [163 136  79] 
8e7338  //pixel  207 (x =  15, y =   3) =    [142 115  56] 
603d14  //pixel  208 (x =  16, y =   3) =       [96 61 20] 
53320d  //pixel  209 (x =  17, y =   3) =       [83 50 13] 
53320d  //pixel  210 (x =  18, y =   3) =       [83 50 13] 
603d14  //pixel  211 (x =  19, y =   3) =       [96 61 20] 
795735  //pixel  212 (x =  20, y =   3) =    [121  87  53] 
7b573d  //pixel  213 (x =  21, y =   3) =    [123  87  61] 
7b5b46  //pixel  214 (x =  22, y =   3) =    [123  91  70] 
7b5b46  //pixel  215 (x =  23, y =   3) =    [123  91  70] 
7b5b46  //pixel  216 (x =  24, y =   3) =    [123  91  70] 
7b5b46  //pixel  217 (x =  25, y =   3) =    [123  91  70] 
7b5b46  //pixel  218 (x =  26, y =   3) =    [123  91  70] 
7b5b46  //pixel  219 (x =  27, y =   3) =    [123  91  70] 
7b5b46  //pixel  220 (x =  28, y =   3) =    [123  91  70] 
7b573d  //pixel  221 (x =  29, y =   3) =    [123  87  61] 
7b573d  //pixel  222 (x =  30, y =   3) =    [123  87  61] 
7b573d  //pixel  223 (x =  31, y =   3) =    [123  87  61] 
7b5b46  //pixel  224 (x =  32, y =   3) =    [123  91  70] 
7b5b46  //pixel  225 (x =  33, y =   3) =    [123  91  70] 
7b5b46  //pixel  226 (x =  34, y =   3) =    [123  91  70] 
7b5b46  //pixel  227 (x =  35, y =   3) =    [123  91  70] 
847361  //pixel  228 (x =  36, y =   3) =    [132 115  97] 
847361  //pixel  229 (x =  37, y =   3) =    [132 115  97] 
716b62  //pixel  230 (x =  38, y =   3) =    [113 107  98] 
5d5d57  //pixel  231 (x =  39, y =   3) =       [93 93 87] 
3b403b  //pixel  232 (x =  40, y =   3) =       [59 64 59] 
2c3b38  //pixel  233 (x =  41, y =   3) =       [44 59 56] 
233635  //pixel  234 (x =  42, y =   3) =       [35 54 53] 
1b3837  //pixel  235 (x =  43, y =   3) =       [27 56 55] 
253e3f  //pixel  236 (x =  44, y =   3) =       [37 62 63] 
253e3f  //pixel  237 (x =  45, y =   3) =       [37 62 63] 
053436  //pixel  238 (x =  46, y =   3) =       [ 5 52 54] 
023136  //pixel  239 (x =  47, y =   3) =       [ 2 49 54] 
042f30  //pixel  240 (x =  48, y =   3) =       [ 4 47 48] 
042f30  //pixel  241 (x =  49, y =   3) =       [ 4 47 48] 
023136  //pixel  242 (x =  50, y =   3) =       [ 2 49 54] 
053436  //pixel  243 (x =  51, y =   3) =       [ 5 52 54] 
053436  //pixel  244 (x =  52, y =   3) =       [ 5 52 54] 
0e3435  //pixel  245 (x =  53, y =   3) =       [14 52 53] 
053436  //pixel  246 (x =  54, y =   3) =       [ 5 52 54] 
053436  //pixel  247 (x =  55, y =   3) =       [ 5 52 54] 
253e3f  //pixel  248 (x =  56, y =   3) =       [37 62 63] 
0e3435  //pixel  249 (x =  57, y =   3) =       [14 52 53] 
0e3435  //pixel  250 (x =  58, y =   3) =       [14 52 53] 
0e3435  //pixel  251 (x =  59, y =   3) =       [14 52 53] 
0e3435  //pixel  252 (x =  60, y =   3) =       [14 52 53] 
0e3435  //pixel  253 (x =  61, y =   3) =       [14 52 53] 
053436  //pixel  254 (x =  62, y =   3) =       [ 5 52 54] 
053436  //pixel  255 (x =  63, y =   3) =       [ 5 52 54] 
c4bd88  //pixel  256 (x =   0, y =   4) =    [196 189 136] 
c4bd88  //pixel  257 (x =   1, y =   4) =    [196 189 136] 
c4bd88  //pixel  258 (x =   2, y =   4) =    [196 189 136] 
c4bd88  //pixel  259 (x =   3, y =   4) =    [196 189 136] 
c4bd88  //pixel  260 (x =   4, y =   4) =    [196 189 136] 
c4bd88  //pixel  261 (x =   5, y =   4) =    [196 189 136] 
ccc377  //pixel  262 (x =   6, y =   4) =    [204 195 119] 
ccc377  //pixel  263 (x =   7, y =   4) =    [204 195 119] 
cdc269  //pixel  264 (x =   8, y =   4) =    [205 194 105] 
cdc269  //pixel  265 (x =   9, y =   4) =    [205 194 105] 
cdc269  //pixel  266 (x =  10, y =   4) =    [205 194 105] 
cdc269  //pixel  267 (x =  11, y =   4) =    [205 194 105] 
c6b35c  //pixel  268 (x =  12, y =   4) =    [198 179  92] 
a3884f  //pixel  269 (x =  13, y =   4) =    [163 136  79] 
795735  //pixel  270 (x =  14, y =   4) =    [121  87  53] 
53320d  //pixel  271 (x =  15, y =   4) =       [83 50 13] 
53320d  //pixel  272 (x =  16, y =   4) =       [83 50 13] 
593714  //pixel  273 (x =  17, y =   4) =       [89 55 20] 
603d14  //pixel  274 (x =  18, y =   4) =       [96 61 20] 
684624  //pixel  275 (x =  19, y =   4) =    [104  70  36] 
795735  //pixel  276 (x =  20, y =   4) =    [121  87  53] 
7b5b46  //pixel  277 (x =  21, y =   4) =    [123  91  70] 
7b5b46  //pixel  278 (x =  22, y =   4) =    [123  91  70] 
937858  //pixel  279 (x =  23, y =   4) =    [147 120  88] 
937858  //pixel  280 (x =  24, y =   4) =    [147 120  88] 
937858  //pixel  281 (x =  25, y =   4) =    [147 120  88] 
7b5b46  //pixel  282 (x =  26, y =   4) =    [123  91  70] 
7b5b46  //pixel  283 (x =  27, y =   4) =    [123  91  70] 
7b5b46  //pixel  284 (x =  28, y =   4) =    [123  91  70] 
7b5b46  //pixel  285 (x =  29, y =   4) =    [123  91  70] 
7b573d  //pixel  286 (x =  30, y =   4) =    [123  87  61] 
7b573d  //pixel  287 (x =  31, y =   4) =    [123  87  61] 
7b5b46  //pixel  288 (x =  32, y =   4) =    [123  91  70] 
7b5b46  //pixel  289 (x =  33, y =   4) =    [123  91  70] 
7b5b46  //pixel  290 (x =  34, y =   4) =    [123  91  70] 
7b5b46  //pixel  291 (x =  35, y =   4) =    [123  91  70] 
7b5b46  //pixel  292 (x =  36, y =   4) =    [123  91  70] 
847361  //pixel  293 (x =  37, y =   4) =    [132 115  97] 
847361  //pixel  294 (x =  38, y =   4) =    [132 115  97] 
716b62  //pixel  295 (x =  39, y =   4) =    [113 107  98] 
494b46  //pixel  296 (x =  40, y =   4) =       [73 75 70] 
2c3b38  //pixel  297 (x =  41, y =   4) =       [44 59 56] 
152a26  //pixel  298 (x =  42, y =   4) =       [21 42 38] 
0c2b2b  //pixel  299 (x =  43, y =   4) =       [12 43 43] 
042f30  //pixel  300 (x =  44, y =   4) =       [ 4 47 48] 
0e3435  //pixel  301 (x =  45, y =   4) =       [14 52 53] 
053436  //pixel  302 (x =  46, y =   4) =       [ 5 52 54] 
053436  //pixel  303 (x =  47, y =   4) =       [ 5 52 54] 
042f30  //pixel  304 (x =  48, y =   4) =       [ 4 47 48] 
023136  //pixel  305 (x =  49, y =   4) =       [ 2 49 54] 
023136  //pixel  306 (x =  50, y =   4) =       [ 2 49 54] 
023136  //pixel  307 (x =  51, y =   4) =       [ 2 49 54] 
053436  //pixel  308 (x =  52, y =   4) =       [ 5 52 54] 
053436  //pixel  309 (x =  53, y =   4) =       [ 5 52 54] 
053436  //pixel  310 (x =  54, y =   4) =       [ 5 52 54] 
053436  //pixel  311 (x =  55, y =   4) =       [ 5 52 54] 
023136  //pixel  312 (x =  56, y =   4) =       [ 2 49 54] 
053436  //pixel  313 (x =  57, y =   4) =       [ 5 52 54] 
053436  //pixel  314 (x =  58, y =   4) =       [ 5 52 54] 
053436  //pixel  315 (x =  59, y =   4) =       [ 5 52 54] 
053436  //pixel  316 (x =  60, y =   4) =       [ 5 52 54] 
053436  //pixel  317 (x =  61, y =   4) =       [ 5 52 54] 
053436  //pixel  318 (x =  62, y =   4) =       [ 5 52 54] 
053436  //pixel  319 (x =  63, y =   4) =       [ 5 52 54] 
c4bd88  //pixel  320 (x =   0, y =   5) =    [196 189 136] 
c4bd88  //pixel  321 (x =   1, y =   5) =    [196 189 136] 
c4bd88  //pixel  322 (x =   2, y =   5) =    [196 189 136] 
c4bd88  //pixel  323 (x =   3, y =   5) =    [196 189 136] 
c4bd88  //pixel  324 (x =   4, y =   5) =    [196 189 136] 
ccc377  //pixel  325 (x =   5, y =   5) =    [204 195 119] 
ccc377  //pixel  326 (x =   6, y =   5) =    [204 195 119] 
ccc377  //pixel  327 (x =   7, y =   5) =    [204 195 119] 
ccc377  //pixel  328 (x =   8, y =   5) =    [204 195 119] 
ccc377  //pixel  329 (x =   9, y =   5) =    [204 195 119] 
c6b35c  //pixel  330 (x =  10, y =   5) =    [198 179  92] 
b9a554  //pixel  331 (x =  11, y =   5) =    [185 165  84] 
8e7338  //pixel  332 (x =  12, y =   5) =    [142 115  56] 
684624  //pixel  333 (x =  13, y =   5) =    [104  70  36] 
603d14  //pixel  334 (x =  14, y =   5) =       [96 61 20] 
53320d  //pixel  335 (x =  15, y =   5) =       [83 50 13] 
684624  //pixel  336 (x =  16, y =   5) =    [104  70  36] 
684624  //pixel  337 (x =  17, y =   5) =    [104  70  36] 
795735  //pixel  338 (x =  18, y =   5) =    [121  87  53] 
795735  //pixel  339 (x =  19, y =   5) =    [121  87  53] 
7b573d  //pixel  340 (x =  20, y =   5) =    [123  87  61] 
7b573d  //pixel  341 (x =  21, y =   5) =    [123  87  61] 
7b5b46  //pixel  342 (x =  22, y =   5) =    [123  91  70] 
7b5b46  //pixel  343 (x =  23, y =   5) =    [123  91  70] 
937858  //pixel  344 (x =  24, y =   5) =    [147 120  88] 
7b5b46  //pixel  345 (x =  25, y =   5) =    [123  91  70] 
7b5b46  //pixel  346 (x =  26, y =   5) =    [123  91  70] 
7b5b46  //pixel  347 (x =  27, y =   5) =    [123  91  70] 
7b5b46  //pixel  348 (x =  28, y =   5) =    [123  91  70] 
7b5b46  //pixel  349 (x =  29, y =   5) =    [123  91  70] 
7b5b46  //pixel  350 (x =  30, y =   5) =    [123  91  70] 
7b5b46  //pixel  351 (x =  31, y =   5) =    [123  91  70] 
7b5b46  //pixel  352 (x =  32, y =   5) =    [123  91  70] 
7b5b46  //pixel  353 (x =  33, y =   5) =    [123  91  70] 
7b5b46  //pixel  354 (x =  34, y =   5) =    [123  91  70] 
7b5b46  //pixel  355 (x =  35, y =   5) =    [123  91  70] 
7b5b46  //pixel  356 (x =  36, y =   5) =    [123  91  70] 
847361  //pixel  357 (x =  37, y =   5) =    [132 115  97] 
847361  //pixel  358 (x =  38, y =   5) =    [132 115  97] 
847361  //pixel  359 (x =  39, y =   5) =    [132 115  97] 
716b62  //pixel  360 (x =  40, y =   5) =    [113 107  98] 
5d5d57  //pixel  361 (x =  41, y =   5) =       [93 93 87] 
3b403b  //pixel  362 (x =  42, y =   5) =       [59 64 59] 
1a3130  //pixel  363 (x =  43, y =   5) =       [26 49 48] 
0e3435  //pixel  364 (x =  44, y =   5) =       [14 52 53] 
0e3435  //pixel  365 (x =  45, y =   5) =       [14 52 53] 
0e3435  //pixel  366 (x =  46, y =   5) =       [14 52 53] 
053436  //pixel  367 (x =  47, y =   5) =       [ 5 52 54] 
023136  //pixel  368 (x =  48, y =   5) =       [ 2 49 54] 
023136  //pixel  369 (x =  49, y =   5) =       [ 2 49 54] 
053436  //pixel  370 (x =  50, y =   5) =       [ 5 52 54] 
053436  //pixel  371 (x =  51, y =   5) =       [ 5 52 54] 
053436  //pixel  372 (x =  52, y =   5) =       [ 5 52 54] 
053436  //pixel  373 (x =  53, y =   5) =       [ 5 52 54] 
053436  //pixel  374 (x =  54, y =   5) =       [ 5 52 54] 
053436  //pixel  375 (x =  55, y =   5) =       [ 5 52 54] 
053436  //pixel  376 (x =  56, y =   5) =       [ 5 52 54] 
053436  //pixel  377 (x =  57, y =   5) =       [ 5 52 54] 
053436  //pixel  378 (x =  58, y =   5) =       [ 5 52 54] 
053436  //pixel  379 (x =  59, y =   5) =       [ 5 52 54] 
053436  //pixel  380 (x =  60, y =   5) =       [ 5 52 54] 
053436  //pixel  381 (x =  61, y =   5) =       [ 5 52 54] 
053436  //pixel  382 (x =  62, y =   5) =       [ 5 52 54] 
0e3435  //pixel  383 (x =  63, y =   5) =       [14 52 53] 
c4bd88  //pixel  384 (x =   0, y =   6) =    [196 189 136] 
c4bd88  //pixel  385 (x =   1, y =   6) =    [196 189 136] 
c4bd88  //pixel  386 (x =   2, y =   6) =    [196 189 136] 
c4bd88  //pixel  387 (x =   3, y =   6) =    [196 189 136] 
ccc377  //pixel  388 (x =   4, y =   6) =    [204 195 119] 
ccc377  //pixel  389 (x =   5, y =   6) =    [204 195 119] 
c5b76b  //pixel  390 (x =   6, y =   6) =    [197 183 107] 
cdc269  //pixel  391 (x =   7, y =   6) =    [205 194 105] 
ccc377  //pixel  392 (x =   8, y =   6) =    [204 195 119] 
c6b35c  //pixel  393 (x =   9, y =   6) =    [198 179  92] 
a3884f  //pixel  394 (x =  10, y =   6) =    [163 136  79] 
8e7338  //pixel  395 (x =  11, y =   6) =    [142 115  56] 
603d14  //pixel  396 (x =  12, y =   6) =       [96 61 20] 
603d14  //pixel  397 (x =  13, y =   6) =       [96 61 20] 
684624  //pixel  398 (x =  14, y =   6) =    [104  70  36] 
795735  //pixel  399 (x =  15, y =   6) =    [121  87  53] 
795735  //pixel  400 (x =  16, y =   6) =    [121  87  53] 
795735  //pixel  401 (x =  17, y =   6) =    [121  87  53] 
7b573d  //pixel  402 (x =  18, y =   6) =    [123  87  61] 
8e7338  //pixel  403 (x =  19, y =   6) =    [142 115  56] 
7b573d  //pixel  404 (x =  20, y =   6) =    [123  87  61] 
795735  //pixel  405 (x =  21, y =   6) =    [121  87  53] 
76523c  //pixel  406 (x =  22, y =   6) =    [118  82  60] 
7b573d  //pixel  407 (x =  23, y =   6) =    [123  87  61] 
7b5b46  //pixel  408 (x =  24, y =   6) =    [123  91  70] 
7b5b46  //pixel  409 (x =  25, y =   6) =    [123  91  70] 
7b5b46  //pixel  410 (x =  26, y =   6) =    [123  91  70] 
